step,train_loss,val_loss,val_ppl,time_ms,mfu
707,5.24,,,1765.3,9.7
708,5.47,,,1603.6,9.7
709,5.4,,,1459.7,9.9
710,5.29,,,1784.2,9.9
711,5.33,,,1503.6,10.0
712,5.41,,,1947.4,9.9
713,5.32,,,1394.9,10.1
714,5.52,,,1754.9,10.0
715,5.32,,,1619.4,10.1
716,5.39,,,1540.1,10.2
717,5.36,,,1871.9,10.0
718,5.35,,,1576.0,10.1
719,5.27,,,1752.7,10.1
720,5.37,,,1519.5,10.2
721,5.38,,,1989.0,10.0
722,5.37,,,1742.3,10.0
723,5.38,,,1853.6,9.9
724,5.42,,,1441.0,10.0
725,5.22,,,1627.1,10.1
726,5.1,,,1730.6,10.0
727,5.18,,,1785.8,10.0
728,5.43,,,1412.1,10.2
729,5.27,,,1511.0,10.3
730,5.35,,,1802.6,10.2
731,5.31,,,1771.5,10.1
732,5.38,,,1601.6,10.2
733,5.03,,,1513.4,10.2
734,5.46,,,1531.1,10.3
735,5.25,,,1424.7,10.5
736,5.54,,,1400.8,10.6
737,5.23,,,1491.3,10.7
738,5.2,,,1689.0,10.6
739,5.42,,,1750.9,10.5
740,5.09,,,2159.8,10.2
741,5.18,,,1794.3,10.2
742,5.25,,,1527.0,10.2
743,5.14,,,2036.0,10.0
744,5.04,,,1341.9,10.3
745,4.95,,,1553.6,10.4
746,5.24,,,1701.2,10.3
747,5.34,,,1599.0,10.3
748,5.18,,,1490.9,10.4
749,5.18,,,1436.9,10.6
750,5.53,,,1447.1,10.7
751,5.31,,,1707.5,10.6
752,5.31,,,1489.5,10.7
753,5.04,,,1179.8,11.0
754,5.06,,,1547.3,11.0
755,5.19,,,1613.9,10.9
756,5.09,,,1603.8,10.9
757,5.27,,,1559.0,10.9
758,5.36,,,1730.3,10.8
759,5.13,,,1600.7,10.7
760,5.11,,,1620.1,10.7
761,5.08,,,1768.0,10.6
762,5.31,,,1498.3,10.7
763,5.15,,,1916.0,10.5
764,5.36,,,1368.0,10.7
765,5.25,,,1784.1,10.5
766,4.99,,,1794.8,10.4
767,5.16,,,1624.9,10.4
768,5.06,,,1555.6,10.5
769,5.32,,,1454.4,10.6
770,5.34,,,1587.8,10.6
771,5.17,,,1504.3,10.6
772,5.26,,,2723.7,10.2
773,5.28,,,1622.1,10.2
774,4.87,,,1919.1,10.1
775,5.12,,,1500.9,10.2
776,4.94,,,1651.3,10.2
777,5.07,,,1559.4,10.2
778,5.33,,,1575.0,10.3
779,5.14,,,1598.3,10.3
780,5.05,,,1725.9,10.3
781,5.06,,,1608.1,10.3
782,5.14,,,1447.4,10.4
783,5.09,,,1543.5,10.5
784,5.2,,,1726.3,10.4
785,5.37,,,1871.1,10.2
786,5.07,,,1455.8,10.4
787,5.03,,,1338.0,10.6
788,4.95,,,1594.2,10.6
789,5.01,,,1575.3,10.6
790,4.96,,,1678.5,10.5
791,5.12,,,1697.1,10.5
792,5.06,,,1608.1,10.5
793,4.88,,,2029.0,10.3
794,5.47,,,1989.2,10.1
795,4.73,,,2091.9,9.9
796,5.2,,,1745.7,9.9
797,5.13,,,1813.9,9.8
798,5.14,,,1771.9,9.8
799,5.06,,,1491.5,9.9
800,5.12,,,1758.6,9.9
801,5.2,,,1641.5,9.9
802,5.18,,,1571.9,10.0
803,5.11,,,1642.8,10.0
804,5.1,,,1398.8,10.2
805,4.87,,,1487.5,10.3
806,4.91,,,2070.0,10.1
807,5.04,,,1977.0,10.0
808,5.01,,,2659.9,9.6
809,5.11,,,1728.2,9.6
810,4.92,,,1670.1,9.7
811,5.05,,,1433.4,9.9
812,4.96,,,1946.7,9.7
813,5.18,,,1684.5,9.8
